aX,aY,aZ,gX,gY,gZ
0.955,0.555,-4.000,-289.673,309.692,138.672
1.298,0.736,-4.000,-301.514,342.468,122.192
2.142,0.775,-3.841,-268.127,349.182,94.299
2.896,1.016,-2.828,-208.252,326.782,66.772
3.109,1.481,-1.871,-159.546,281.128,-20.447
3.156,2.432,-0.930,-88.440,225.586,-133.545
2.683,3.602,0.057,-7.019,200.012,-239.685
2.214,4.000,0.432,60.425,259.827,-252.991
1.320,4.000,0.394,52.002,326.599,-159.424
0.398,2.721,-0.405,9.583,362.671,-25.452
-0.877,-0.024,-0.911,-11.536,239.258,97.046
-1.837,-2.035,-0.668,-0.427,-19.165,215.149
-1.232,-2.657,-0.687,15.198,-93.201,322.632
-0.453,-2.109,-0.307,37.292,-88.135,354.675
0.014,-1.208,-0.368,11.292,-5.188,201.599
0.377,-0.343,-0.349,-19.775,67.383,-38.452
0.450,0.439,-0.252,-22.095,42.236,-159.668
0.707,1.054,-0.201,6.775,34.424,-187.073
1.107,1.457,-0.158,51.086,59.265,-172.485
1.138,1.449,-0.031,79.224,90.393,-169.312
1.164,0.937,-0.375,86.853,101.013,-144.897
0.826,0.679,-0.292,57.129,15.320,-46.814
0.618,0.426,-0.414,31.921,-65.002,57.007
0.433,0.172,-0.461,27.649,-77.698,104.797
0.276,-0.112,-0.495,15.137,-66.711,96.985
0.300,-0.319,-0.515,8.789,-56.030,67.932
0.340,-0.300,-0.445,5.371,-56.030,41.870
0.517,-0.034,-0.393,7.996,-43.579,11.536
0.741,0.255,-0.313,26.123,-13.672,-35.645
0.959,0.578,-0.177,44.006,12.817,-83.435
1.091,0.878,-0.076,41.321,25.635,-107.178
1.179,1.051,-0.055,52.795,26.367,-113.159
1.182,1.083,-0.075,66.772,19.836,-102.600
1.155,0.921,-0.150,68.604,9.033,-64.514
1.143,0.788,-0.266,53.772,-6.042,-6.775
1.031,0.613,-0.305,25.269,-27.527,14.404
1.039,0.331,-0.285,8.118,-45.166,19.104
1.038,0.179,-0.240,-8.240,-54.688,36.560
1.022,0.106,-0.254,-20.264,-48.157,46.753
1.041,0.118,-0.260,-25.208,-33.997,45.166
1.014,0.228,-0.184,-25.879,-36.987,35.156
1.061,0.345,-0.193,-22.888,-25.024,17.395
1.072,0.509,-0.160,-10.986,-11.719,0.427
1.048,0.639,-0.128,1.831,-13.184,-15.564
1.041,0.758,-0.181,9.094,-6.470,-25.818
0.987,0.814,-0.190,8.423,2.869,-28.320
0.969,0.755,-0.230,10.742,-4.395,-23.926
0.953,0.682,-0.247,6.226,-8.362,-7.202
0.956,0.607,-0.216,-1.343,-11.475,9.277
0.957,0.547,-0.173,-1.282,-15.442,16.235
0.951,0.509,-0.153,2.014,-18.799,15.625
0.944,0.511,-0.155,2.319,-18.860,12.085
0.918,0.543,-0.151,2.136,-18.555,4.395
0.916,0.565,-0.178,4.272,-19.897,-6.226
0.889,0.608,-0.196,12.207,-23.315,-13.916
0.852,0.645,-0.207,22.156,-24.475,-17.212
0.829,0.657,-0.228,28.870,-26.550,-18.188
0.798,0.629,-0.247,31.921,-29.907,-17.639
0.777,0.576,-0.242,28.931,-30.762,-16.174
0.744,0.504,-0.203,23.071,-32.104,-20.752
0.751,0.358,-0.212,18.555,-32.471,-24.902
0.757,0.249,-0.178,11.169,-29.419,-22.034
0.765,0.195,-0.134,2.808,-25.879,-20.203
0.798,0.188,-0.087,1.587,-20.935,-19.531
0.838,0.220,-0.049,3.479,-17.944,-20.630

0.523,-0.488,0.620,5.615,-3.906,-2.380
0.516,-0.491,0.608,2.991,-2.930,-0.427
0.510,-0.501,0.596,0.488,-2.258,1.770
0.510,-0.498,0.602,-0.793,-1.587,3.601
0.541,-0.489,0.629,0.183,-0.305,4.333
0.566,-0.491,0.650,4.639,0.793,3.906
0.570,-0.495,0.667,6.775,1.038,5.798
0.562,-0.537,0.652,5.981,0.061,10.498
0.539,-0.565,0.657,5.737,-2.258,15.320
0.509,-0.575,0.663,4.944,-3.479,17.700
0.483,-0.610,0.654,0.916,-3.967,16.602
0.446,-0.657,0.678,0.000,-3.845,15.137
0.419,-0.736,0.727,0.854,-1.526,15.259
0.390,-0.833,0.781,4.578,4.211,17.029
0.375,-0.941,0.876,11.230,10.437,18.555
0.345,-1.071,1.021,14.709,17.151,20.935
0.327,-1.267,1.130,12.329,24.536,26.672
0.300,-1.437,1.220,2.441,29.480,33.813
0.264,-1.506,1.285,-14.160,32.898,40.344
0.191,-1.531,1.371,-35.950,38.940,43.457
0.087,-1.498,1.382,-54.260,48.950,44.312
-0.059,-1.428,1.403,-67.871,58.044,47.546
-0.158,-1.370,1.498,-85.571,69.397,58.411
-0.224,-1.310,1.584,-109.741,84.351,79.285
-0.325,-1.292,1.597,-132.507,100.159,102.417
-0.390,-1.326,1.654,-145.142,115.112,110.352
-0.351,-1.231,1.678,-146.912,127.380,108.948
-0.313,-1.099,1.689,-144.531,138.672,98.450
-0.300,-1.011,1.671,-140.137,149.048,89.294
-0.284,-1.017,1.560,-137.207,157.593,93.994
-0.343,-1.021,1.279,-140.442,171.570,127.747
-0.616,-0.934,1.013,-158.813,183.289,170.288
-0.944,-1.032,0.509,-184.814,184.998,176.147
-1.001,-0.875,-0.033,-203.247,218.933,186.890
-0.831,-0.643,-0.196,-209.412,257.141,184.387
-0.323,-0.557,-0.484,-202.026,289.490,162.781
0.124,-0.462,-1.051,-191.406,301.208,142.761
0.510,-0.097,-1.736,-190.063,298.340,136.719
0.675,0.303,-2.538,-204.956,288.879,126.526
0.583,0.549,-3.287,-220.154,284.363,104.553
0.751,0.920,-3.866,-224.548,299.805,121.338
1.273,1.680,-3.716,-237.183,318.542,172.363
1.724,2.011,-3.129,-240.845,322.021,162.720
1.831,2.192,-2.327,-260.437,298.096,164.917
1.637,2.100,-1.579,-268.311,262.512,174.683
1.330,2.088,-0.961,-242.432,220.215,140.320
1.367,2.180,-0.412,-159.973,176.270,22.949
1.827,2.429,0.207,-36.865,142.395,-139.099
2.242,2.273,0.718,76.965,114.258,-251.465
1.932,1.649,0.653,129.272,68.054,-244.751
1.284,0.724,0.062,108.704,13.977,-133.728
0.486,-0.337,-0.448,59.387,-40.588,22.949
0.228,-0.983,-0.813,14.893,-59.814,176.941
-0.106,-1.438,-0.637,-7.019,-68.115,184.082
-0.055,-1.379,-0.509,-9.033,-42.969,154.358
-0.026,-0.869,-0.432,-19.714,-27.527,139.404
0.128,-0.399,-0.444,-14.526,-19.409,58.411
0.440,-0.033,-0.321,1.404,-15.930,-48.889
0.927,0.385,-0.062,20.325,18.127,-109.131
1.308,0.612,0.107,39.673,42.725,-125.854
1.433,0.586,0.145,45.471,41.199,-131.348
1.350,0.417,0.057,39.734,31.860,-91.064
1.149,0.397,-0.103,15.198,36.743,-21.240
0.906,0.048,-0.235,-4.578,19.104,-9.583
0.802,-0.149,-0.339,-8.850,0.610,14.282
0.706,-0.226,-0.324,-21.057,-11.780,33.752
0.695,-0.236,-0.321,-17.639,-15.381,27.161
0.765,-0.064,-0.317,-6.653,-17.517,17.151
0.878,0.154,-0.250,0.977,-11.108,1.343
1.018,0.277,-0.190,4.395,5.432,-25.818
1.191,0.427,-0.184,5.188,6.226,-38.696
1.212,0.368,-0.115,-0.061,3.235,-55.542
1.274,0.329,-0.086,4.761,-1.770,-53.833
1.285,0.302,-0.082,-3.845,-11.658,-33.203
1.236,0.226,-0.110,-4.395,-32.349,-17.639
1.163,0.154,-0.172,-2.991,-37.476,-6.470
1.106,0.094,-0.204,-3.052,-32.227,-3.296
1.093,0.103,-0.207,-0.793,-26.978,0.488
1.084,0.125,-0.193,-0.916,-21.362,1.953
1.109,0.182,-0.176,-0.305,-13.306,2.136
1.135,0.230,-0.157,-0.305,-5.981,3.906
1.130,0.229,-0.124,-0.854,-3.418,9.094
1.123,0.206,-0.119,-2.136,-4.639,18.250
1.108,0.162,-0.125,-5.432,-7.568,27.771
1.087,0.134,-0.099,-6.226,-9.033,35.767
1.082,0.140,-0.097,-6.531,-8.789,41.870
1.073,0.180,-0.105,-7.812,-9.644,43.457
1.082,0.263,-0.125,-9.033,-12.390,41.260
1.072,0.328,-0.125,-9.705,-15.686,28.320
1.074,0.359,-0.109,-4.089,-15.442,9.766
1.097,0.371,-0.112,0.732,-7.996,-2.869
1.113,0.377,-0.110,2.869,-4.578,-8.545
1.105,0.356,-0.123,3.296,-7.874,-7.263
1.084,0.337,-0.158,5.737,-16.296,-1.526
1.036,0.319,-0.188,10.315,-27.344,6.165
0.999,0.304,-0.214,15.625,-38.513,13.733
0.949,0.258,-0.222,19.958,-45.959,18.311
0.905,0.185,-0.188,18.372,-47.974,20.996
0.862,0.103,-0.115,11.047,-45.715,22.522
0.826,0.043,-0.109,4.944,-42.175,22.705
0.836,0.037,-0.109,3.418,-40.527,17.822
0.883,0.087,-0.091,4.761,-37.231,5.066
0.928,0.171,-0.071,6.958,-32.349,-13.916
0.971,0.315,-0.105,10.925,-29.907,-39.795
1.016,0.441,-0.138,20.325,-33.081,-73.059
1.070,0.537,-0.145,29.175,-38.574,-87.341
1.080,0.602,-0.143,34.180,-41.504,-73.914
1.037,0.592,-0.099,38.086,-45.898,-46.875
0.935,0.450,-0.031,37.109,-56.396,-21.179
0.876,0.270,-0.048,33.325,-65.674,15.747
0.893,0.163,-0.156,27.344,-70.618,56.274
0.900,0.059,-0.173,26.367,-75.867,49.133
1.014,-0.031,-0.127,42.297,-77.820,12.512
1.137,0.020,-0.078,57.495,-77.881,-14.221
1.224,0.109,-0.055,68.787,-81.604,-43.701
1.283,0.206,-0.099,77.759,-87.402,-65.247
1.274,0.333,-0.117,82.581,-93.689,-64.453
1.199,0.437,-0.130,83.252,-98.206,-49.683
1.081,0.466,-0.127,78.308,-104.980,-25.513

0.515,-0.295,0.788,5.310,2.747,4.272
0.504,-0.316,0.799,2.625,2.075,4.456
0.497,-0.344,0.802,1.770,2.197,4.211
0.487,-0.372,0.815,0.183,2.136,4.883
0.465,-0.362,0.838,2.136,2.808,5.676
0.469,-0.379,0.830,5.981,3.784,6.104
0.462,-0.396,0.836,8.118,4.822,7.568
0.467,-0.441,0.847,7.690,7.935,12.573
0.452,-0.448,0.869,3.784,12.390,22.522
0.411,-0.462,0.925,-2.075,18.616,31.128
0.352,-0.490,0.973,1.465,25.085,34.058
0.352,-0.581,1.045,3.601,29.419,30.518
0.366,-0.714,1.126,3.418,31.433,23.010
0.395,-0.906,1.199,4.822,33.203,16.296
0.385,-1.045,1.260,3.540,37.231,15.137
0.407,-1.134,1.285,-1.404,44.800,19.226
0.409,-1.116,1.379,-8.240,55.725,26.001
0.430,-1.102,1.359,-15.076,68.298,37.354
0.340,-1.091,1.374,-26.306,76.294,59.082
0.265,-1.009,1.473,-36.194,91.675,95.886
0.255,-0.913,1.532,-54.688,115.173,130.859
0.180,-0.880,1.524,-72.144,131.531,142.456
0.057,-0.907,1.475,-87.097,131.836,137.756
-0.023,-0.907,1.479,-96.802,127.625,128.357
-0.075,-0.950,1.501,-102.844,126.160,110.046
-0.075,-0.969,1.455,-116.150,126.038,103.882
-0.068,-0.971,1.377,-129.883,124.695,102.478
-0.099,-0.965,1.365,-137.390,129.761,100.464
-0.203,-0.849,1.356,-143.860,142.639,106.445
-0.392,-0.791,1.227,-153.320,161.560,122.864
-0.535,-0.646,0.890,-154.419,183.044,148.743
-0.635,-0.580,0.586,-159.607,169.678,155.701
-0.634,-0.537,0.328,-168.213,194.580,157.043
-0.502,-0.393,0.102,-194.885,227.234,179.687
-0.367,-0.369,-0.081,-218.872,247.742,198.975
-0.131,-0.347,-0.484,-233.887,256.958,207.764
0.004,-0.407,-1.004,-230.835,256.042,203.369
0.008,-0.691,-1.697,-238.708,252.258,212.036
0.024,-1.080,-2.825,-270.081,250.305,239.807
0.235,-0.889,-3.848,-308.899,250.671,256.897
0.487,-0.496,-4.000,-342.957,242.065,184.631
1.328,0.668,-4.000,-313.538,230.103,135.620
2.108,2.329,-3.944,-259.033,227.295,105.896
2.104,3.999,-2.359,-189.697,252.014,25.146
1.976,4.000,-0.979,-104.126,309.692,-65.430
1.367,4.000,0.298,-71.716,310.730,-111.816
1.392,4.000,0.865,-77.026,314.697,-109.802
1.274,4.000,0.964,0.793,236.877,-131.348
1.003,2.350,0.302,111.450,94.971,-145.386
0.498,-0.178,-0.809,114.197,-68.054,-27.344
-0.247,-1.999,-0.908,34.424,-181.824,152.039
-0.168,-2.713,-0.806,-3.479,-202.942,260.193
0.266,-2.462,-0.559,11.536,-179.016,275.696
0.190,-1.943,-0.013,38.818,-156.860,142.395
0.510,-0.864,-0.188,36.804,-84.290,54.260
0.459,0.012,-0.277,11.292,-13.916,-3.052
0.535,0.549,-0.221,15.137,7.324,-68.787
0.725,0.856,-0.077,27.771,2.747,-138.123
0.928,1.130,0.028,46.021,0.488,-173.401
1.034,1.108,0.148,72.205,2.686,-190.491
1.222,1.102,0.034,82.397,23.682,-151.184
1.141,0.960,0.032,41.748,47.791,-136.780
1.012,0.464,-0.027,13.855,45.410,-132.324
0.922,0.206,-0.233,-5.005,27.466,-59.692
0.713,-0.039,-0.294,-19.104,-15.808,4.395
0.672,-0.190,-0.362,-18.921,-41.443,41.931
0.735,-0.083,-0.320,-19.592,-48.401,67.322
0.840,0.158,-0.301,-12.573,-34.912,66.895
0.919,0.424,-0.136,3.540,-25.574,47.852
1.008,0.600,-0.079,14.648,-15.381,18.738
1.055,0.731,-0.055,14.404,-3.113,-8.057
1.093,0.781,-0.086,13.306,5.371,-30.273
1.114,0.789,-0.074,16.846,3.540,-43.701
1.128,0.744,-0.103,19.531,7.996,-44.434
1.128,0.670,-0.062,13.550,5.920,-33.752
1.123,0.571,-0.094,2.563,-11.597,-15.991
1.076,0.482,-0.134,-5.920,-26.917,1.038
0.991,0.455,-0.095,-13.062,-41.443,13.062
0.929,0.395,-0.155,-15.442,-46.082,21.423
0.878,0.391,-0.160,-8.545,-42.542,26.306
0.881,0.411,-0.126,-5.188,-35.034,21.912
0.877,0.400,-0.105,-1.831,-24.353,8.667
0.875,0.369,-0.123,-0.427,-16.846,-3.174
0.886,0.379,-0.123,-3.601,-13.184,-8.606
0.900,0.396,-0.102,-9.216,-11.353,-10.498
0.929,0.419,-0.065,-15.076,-9.766,-10.254
0.942,0.440,-0.023,-16.968,-10.742,-6.042
0.953,0.465,-0.026,-17.029,-12.390,-2.136
0.969,0.497,-0.032,-13.245,-14.954,-2.136
0.986,0.533,-0.014,-4.272,-18.127,-5.371
0.974,0.553,0.016,4.456,-19.531,-10.498
0.942,0.549,0.022,10.437,-20.874,-14.465
0.901,0.543,-0.036,13.611,-23.926,-16.052
0.847,0.489,-0.102,16.296,-29.297,-16.296
0.803,0.420,-0.155,16.357,-33.447,-14.771
0.787,0.364,-0.181,7.507,-32.837,-11.841
0.786,0.338,-0.208,-4.822,-30.579,-10.437
0.767,0.382,-0.158,-8.545,-29.358,-11.658
0.791,0.426,-0.123,1.587,-23.560,-17.639
0.850,0.461,-0.098,11.475,-19.165,-27.100
0.913,0.486,-0.041,13.550,-18.066,-35.583
0.958,0.517,0.001,11.719,-17.273,-40.039
0.960,0.562,0.002,11.414,-20.203,-41.382
1.008,0.573,-0.019,7.141,-30.640,-39.368
1.018,0.538,-0.038,3.662,-43.396,-33.508
1.035,0.520,-0.026,3.296,-52.917,-24.963
1.009,0.441,-0.046,0.427,-55.664,-20.142
0.958,0.276,-0.077,-3.662,-57.800,-13.916
0.896,0.309,-0.030,1.221,-57.434,-5.127
0.853,0.439,-0.012,17.761,-55.359,-7.935
0.837,0.438,-0.111,37.231,-57.800,-21.362
0.844,0.407,-0.147,44.983,-63.110,-27.893
0.896,0.392,-0.108,43.457,-63.232,-29.541
0.948,0.428,-0.052,38.025,-61.340,-33.936
0.999,0.440,-0.045,36.316,-64.331,-39.734
1.039,0.404,-0.059,37.781,-71.411,-41.870
1.055,0.434,-0.005,51.758,-75.806,-35.461
1.019,0.457,0.057,70.190,-74.951,-21.423
0.948,0.355,0.094,64.026,-77.332,-3.906

0.496,-0.166,0.787,3.906,-0.916,5.371
0.482,-0.177,0.785,3.601,-0.854,5.554
0.471,-0.182,0.796,1.160,-0.244,3.723
0.463,-0.187,0.786,0.793,0.366,0.854
0.464,-0.174,0.782,2.075,1.343,-1.587
0.467,-0.168,0.787,1.831,1.648,-2.869
0.465,-0.173,0.791,4.944,2.319,-2.747
0.477,-0.165,0.803,11.230,5.005,-1.343
0.472,-0.180,0.803,16.113,8.606,1.526
0.462,-0.219,0.819,24.231,12.329,6.226
0.468,-0.242,0.850,36.499,18.433,12.634
0.425,-0.333,0.920,46.326,23.621,18.860
0.398,-0.432,0.987,60.303,31.433,22.644
0.390,-0.584,1.114,74.036,39.551,24.902
0.377,-0.752,1.279,70.129,47.546,28.809
0.363,-0.893,1.414,60.974,55.664,32.715
0.359,-1.012,1.509,47.363,63.354,33.508
0.335,-1.095,1.625,21.118,70.190,31.616
0.288,-1.115,1.687,-1.282,75.806,37.537
0.231,-1.031,1.685,-17.517,85.632,58.533
0.169,-0.974,1.651,-37.109,97.778,81.116
0.008,-0.925,1.628,-58.655,108.093,103.943
-0.130,-0.993,1.651,-68.237,123.047,130.310
-0.268,-1.062,1.713,-83.130,142.273,143.188
-0.400,-1.175,1.553,-102.478,151.184,151.184
-0.561,-1.275,1.446,-114.502,150.208,146.301
-0.559,-1.298,1.308,-139.343,157.288,132.141
-0.494,-1.111,1.140,-163.879,178.955,125.671
-0.505,-0.959,1.043,-173.218,184.814,94.788
-0.587,-0.769,0.929,-182.007,211.426,77.393
-0.657,-0.490,0.661,-204.163,238.281,112.671
-0.456,-0.283,0.191,-223.267,277.649,157.898
-0.084,-0.033,0.003,-231.812,305.359,187.256
0.281,0.086,-0.013,-233.215,336.792,215.637
0.771,0.037,-0.222,-252.869,354.370,259.033
0.959,-0.278,-0.328,-279.114,351.501,305.237
1.054,-1.041,-0.871,-320.740,330.811,349.121
0.698,-0.735,-1.994,-379.456,324.158,365.417
0.659,-0.892,-2.315,-316.833,181.885,160.950
0.899,-0.564,-3.275,-214.294,44.800,61.523
1.076,0.712,-3.996,-213.257,-15.503,75.928
0.966,2.221,-3.764,-235.046,6.836,-17.517
0.690,3.373,-2.883,-180.359,145.325,-123.352
0.375,3.628,-2.209,-171.143,197.693,-112.244
0.166,3.344,-1.905,-202.393,185.669,-17.944
0.498,2.927,-1.534,-183.044,167.236,33.997
0.876,3.149,-0.462,-103.760,133.972,21.545
1.519,2.917,0.201,15.564,101.013,-25.085
1.560,2.476,0.511,104.553,74.707,-75.928
1.325,1.769,0.213,100.586,33.447,-62.256
0.995,0.290,-0.188,95.398,-18.494,-44.067
0.585,-0.966,-0.442,80.139,-58.044,46.631
0.320,-1.510,-0.485,32.959,-48.157,179.443
0.392,-1.476,-0.450,2.930,-22.278,232.422
0.271,-1.057,-0.243,1.221,-30.823,151.062
0.250,-0.418,-0.240,43.396,-39.063,10.498
0.421,0.208,-0.304,115.173,-25.208,-72.266
0.635,0.702,-0.225,171.997,-10.010,-102.539
0.875,0.872,-0.185,137.146,0.610,-119.446
0.999,0.851,-0.127,62.561,20.996,-102.478
1.010,0.740,-0.001,2.686,34.668,-52.673
1.129,0.673,-0.008,-19.470,31.372,-5.615
0.886,0.492,0.124,-29.358,22.644,-10.132
0.782,0.449,0.090,-14.221,-17.639,29.846
0.829,0.383,-0.305,-16.724,-33.875,61.646
0.643,0.189,-0.365,-31.494,-29.663,13.733
0.652,-0.033,-0.327,-7.568,-7.141,-53.284
0.699,0.172,-0.238,-1.404,8.057,-47.119
0.808,0.321,-0.213,8.667,1.343,-54.077
0.888,0.499,-0.166,20.691,-0.793,-66.467
0.953,0.685,-0.127,26.611,1.587,-62.012
0.997,0.714,-0.104,32.898,-1.282,-55.298
0.985,0.653,-0.098,29.602,-12.024,-46.204
0.955,0.532,-0.113,19.043,-23.987,-30.334
0.917,0.409,-0.157,20.813,-28.137,-18.555
0.896,0.357,-0.169,18.494,-29.358,-18.005
0.879,0.391,-0.186,17.151,-24.597,-17.822
0.886,0.428,-0.215,15.930,-18.005,-17.639
0.919,0.465,-0.190,9.338,-12.390,-17.639
0.939,0.479,-0.150,0.427,-7.019,-13.672
0.947,0.457,-0.117,-8.240,-4.517,-8.240
0.960,0.397,-0.122,-17.456,-5.676,-0.732
0.919,0.410,-0.101,-24.109,-7.629,9.399
0.925,0.384,-0.097,-22.217,-8.240,15.381
0.931,0.383,-0.083,-13.977,-7.812,15.625
0.937,0.412,-0.064,-8.362,-8.728,14.648
0.941,0.446,-0.070,-2.014,-10.559,12.695
0.924,0.453,-0.102,4.272,-13.245,11.719
0.901,0.473,-0.127,7.568,-16.296,12.817
0.898,0.507,-0.127,10.254,-17.883,13.428
0.922,0.532,-0.110,15.503,-17.700,10.864
0.945,0.532,-0.068,20.142,-19.287,4.272
0.996,0.533,-0.054,22.888,-22.461,5.798
0.995,0.588,-0.057,18.005,-21.973,10.010
0.970,0.543,-0.054,16.052,-23.071,1.038
0.957,0.503,-0.056,15.564,-24.231,-1.221
0.920,0.509,-0.098,12.390,-24.597,7.690
0.842,0.514,-0.123,11.230,-24.841,12.146
0.796,0.510,-0.149,16.113,-24.658,7.996
0.793,0.517,-0.146,21.729,-25.330,0.488
0.810,0.532,-0.132,25.574,-25.879,-4.700
0.835,0.553,-0.116,26.428,-24.841,-10.132
0.852,0.577,-0.079,26.978,-23.315,-15.625
0.866,0.570,-0.038,25.024,-21.606,-21.240
0.889,0.524,-0.036,17.639,-19.287,-24.475
0.876,0.495,-0.040,12.756,-16.785,-22.156
0.871,0.455,-0.018,9.583,-16.663,-18.066
0.867,0.411,-0.026,10.071,-18.066,-16.174
0.865,0.409,-0.027,18.005,-22.400,-14.038
0.876,0.401,-0.017,27.222,-28.503,-13.062
0.897,0.421,-0.008,32.898,-33.081,-12.817
0.904,0.449,-0.017,35.522,-36.011,-11.414
0.904,0.487,-0.011,37.781,-38.879,-10.681
0.886,0.509,-0.031,38.818,-41.565,-10.193
0.859,0.503,-0.002,38.757,-43.335,-9.155
0.835,0.458,-0.018,40.588,-42.969,-6.531
0.814,0.418,-0.019,37.476,-43.823,-0.671
0.808,0.368,-0.025,33.997,-45.349,4.211
0.819,0.350,0.000,30.579,-45.898,5.310

0.563,-0.201,0.798,-2.625,-1.526,0.183
0.560,-0.214,0.806,-1.526,-1.526,0.977
0.559,-0.236,0.803,0.000,-1.038,0.854
0.566,-0.219,0.803,1.099,-1.160,1.038
0.581,-0.214,0.808,3.967,-0.916,0.610
0.583,-0.206,0.809,5.676,-0.549,0.549
0.586,-0.197,0.806,4.333,-0.671,2.258
0.574,-0.197,0.806,1.953,-0.427,4.639
0.553,-0.190,0.802,-0.732,-0.854,7.141
0.527,-0.181,0.787,-3.296,-1.587,8.240
0.520,-0.187,0.780,-2.502,-1.709,6.348
0.511,-0.179,0.781,-1.648,-1.526,4.150
0.500,-0.181,0.778,-0.427,-1.099,3.235
0.490,-0.191,0.766,0.061,-0.244,3.540
0.490,-0.182,0.762,0.061,0.061,4.089
0.495,-0.186,0.771,1.709,0.427,2.625
0.500,-0.176,0.782,4.395,0.610,0.366
0.526,-0.176,0.777,6.836,0.610,-1.587
0.555,-0.180,0.790,7.996,0.610,-2.747
0.569,-0.179,0.804,5.920,0.061,-1.648
0.565,-0.175,0.797,4.272,-0.916,2.075
0.547,-0.186,0.773,4.700,-1.892,4.639
0.531,-0.192,0.764,8.972,-2.563,4.333
0.517,-0.190,0.782,13.428,-1.770,3.662
0.509,-0.184,0.800,18.555,-0.122,3.296
0.502,-0.228,0.790,23.926,2.197,3.113
0.490,-0.236,0.854,27.771,4.883,4.883
0.521,-0.259,0.891,29.785,7.629,8.423
0.488,-0.363,0.989,31.433,7.874,11.719
0.431,-0.503,1.106,34.302,12.268,16.541
0.414,-0.640,1.267,40.405,19.592,25.879
0.385,-0.776,1.378,35.767,27.954,35.278
0.332,-0.972,1.546,16.968,38.940,41.382
0.228,-1.169,1.748,3.113,54.504,48.035
0.122,-1.267,1.875,-13.306,71.594,65.125
-0.010,-1.234,2.032,-41.077,87.769,83.496
-0.203,-1.170,2.097,-64.575,107.117,95.642
-0.315,-1.179,2.112,-80.322,123.047,99.609
-0.466,-1.277,2.125,-93.262,134.277,108.093
-0.704,-1.484,2.091,-114.685,148.560,134.033
-1.024,-1.624,1.900,-144.897,158.691,160.706
-1.316,-1.638,1.525,-178.101,163.696,173.523
-1.395,-1.455,0.976,-202.026,184.509,169.250
-1.206,-1.050,0.611,-210.876,228.699,143.005
-0.998,-0.564,0.536,-218.872,252.808,114.075
-0.449,-0.148,0.213,-218.384,285.339,115.112
0.064,-0.022,0.273,-220.764,324.585,170.105
0.239,-0.132,0.057,-258.240,340.942,256.531
0.354,-0.274,-0.651,-313.782,333.374,321.716
0.556,-0.439,-1.455,-343.201,303.284,316.467
0.619,-0.705,-1.975,-364.929,276.428,269.470
0.655,-0.810,-2.483,-404.663,262.024,225.830
0.541,-0.900,-3.299,-442.261,231.018,174.500
0.874,-0.411,-4.000,-457.092,191.101,122.375
1.201,0.240,-4.000,-410.095,102.417,-32.288
1.990,1.555,-3.552,-267.395,89.722,-172.424
2.116,2.838,-3.062,-207.458,142.029,-252.136
2.019,4.000,-2.401,-156.982,140.869,-225.220
2.001,4.000,-1.458,-96.069,107.117,-248.291
2.017,4.000,-0.540,-34.973,96.558,-250.427
1.976,4.000,0.233,26.245,99.731,-195.618
1.578,3.209,0.292,95.154,45.654,-79.895
1.033,0.747,-0.226,117.920,-46.143,5.066
0.401,-1.544,-0.648,84.473,-82.153,76.782
-0.136,-2.387,-0.527,2.197,-49.194,231.079
0.002,-2.218,-0.306,-25.146,-9.094,313.477
0.222,-1.721,-0.125,-2.930,-13.428,225.220
0.119,-1.191,-0.224,26.001,-46.021,52.368
0.181,-0.521,-0.491,31.738,-39.917,-32.410
0.395,0.323,-0.409,27.039,-18.250,-40.466
0.745,0.934,-0.159,50.598,13.428,-77.759
1.148,1.124,-0.022,74.463,45.959,-119.873
1.307,1.181,0.140,74.402,55.908,-120.850
1.261,1.035,0.158,35.645,30.823,-83.679
1.161,0.713,0.017,22.278,7.385,-35.095
0.837,0.145,-0.075,22.400,13.245,-30.334
0.723,-0.098,-0.047,30.212,-36.377,31.372
0.642,-0.097,-0.254,1.099,-51.941,88.379
0.543,-0.141,-0.280,7.629,-41.931,57.129
0.633,-0.087,-0.254,27.832,-36.133,13.245
0.651,0.203,-0.115,42.725,-41.382,3.784
0.808,0.252,-0.197,74.646,-24.353,-2.747
0.899,0.518,-0.148,50.354,-7.507,-19.958
0.956,0.705,-0.119,18.982,-1.343,-42.175
1.022,0.706,-0.122,21.729,0.000,-54.688
1.108,0.656,-0.130,20.447,-6.042,-40.527
1.001,0.555,-0.092,7.751,-4.089,-33.447
1.023,0.411,-0.036,6.592,-29.541,-4.883
0.966,0.349,-0.072,-4.822,-50.537,25.269
0.984,0.314,-0.102,-0.183,-37.109,41.748
1.009,0.338,-0.082,2.869,-23.010,40.588
0.995,0.367,-0.093,0.671,-17.578,22.339
0.961,0.396,-0.121,-4.578,-15.320,7.263
0.935,0.410,-0.148,-9.094,-9.216,7.446
0.908,0.422,-0.135,-10.803,-3.845,5.371
0.918,0.425,-0.094,-6.836,0.000,-0.671
0.958,0.429,-0.070,-3.052,0.854,0.366
0.999,0.446,-0.039,0.610,0.366,-0.427
1.019,0.443,-0.010,2.625,-1.160,-2.380
1.005,0.456,-0.011,2.502,-3.784,-1.038
0.972,0.457,-0.017,2.014,-7.080,1.648
0.936,0.410,-0.062,0.244,-10.681,3.967
0.865,0.386,-0.088,-1.648,-12.817,8.728
0.811,0.369,-0.103,-4.028,-11.658,13.855
